input position,input joint,output joint
"(0.43, -0.23)","(-1.78, 0.86)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.86, 0.86)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.78, 0.79)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.81, 0.83)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.83, 0.82)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.86, 0.84)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.87, 0.78)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.78, 0.83)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.84, 0.83)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.86, 0.83)","(-1.82, 0.83)"
"(0.16, -0.05)","(-1.8, 1.12)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.85, 1.18)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.82, 1.2)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.79, 1.19)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.78, 1.14)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.78, 1.21)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.83, 1.15)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.84, 1.15)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.84, 1.12)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.79, 1.14)","(-1.82, 1.16)"
"(-0.16, 0.03)","(-1.79, 1.49)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.8, 1.51)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.86, 1.46)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.85, 1.51)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.86, 1.5)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.85, 1.5)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.83, 1.52)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.83, 1.52)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.82, 1.47)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.79, 1.52)","(-1.82, 1.49)"
"(-0.49, 0.0)","(-1.8, 1.82)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.82, 1.79)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.86, 1.82)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.85, 1.77)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.82, 1.77)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.8, 1.79)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.77, 1.86)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.87, 1.83)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.86, 1.81)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.8, 1.77)","(-1.82, 1.82)"
"(-0.79, -0.13)","(-1.79, 2.15)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.87, 2.17)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.78, 2.1)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.79, 2.11)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.81, 2.12)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.84, 2.11)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.8, 2.17)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.77, 2.15)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.77, 2.19)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.82, 2.19)","(-1.82, 2.15)"
"(-1.03, -0.36)","(-1.83, 2.47)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.77, 2.49)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.86, 2.46)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.83, 2.47)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.81, 2.46)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.79, 2.44)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.82, 2.5)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.8, 2.44)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.77, 2.49)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.77, 2.46)","(-1.82, 2.48)"
"(-1.19, -0.64)","(-1.87, 2.81)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.86, 2.85)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.77, 2.79)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.79, 2.81)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.77, 2.82)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.84, 2.86)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.81, 2.79)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.85, 2.76)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.82, 2.78)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.85, 2.85)","(-1.82, 2.81)"
"(-1.25, -0.97)","(-1.86, 3.16)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.84, 3.1)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.8, 3.16)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.79, 3.18)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.78, 3.14)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.84, 3.11)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.82, 3.13)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.85, 3.17)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.83, 3.17)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.79, 3.14)","(-1.82, 3.14)"
"(-0.92, -1.0)","(-1.47, -3.1)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.54, -3.15)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.45, -3.18)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.54, -3.18)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.45, -3.12)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.53, -3.12)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.49, -3.13)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.51, -3.13)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.48, -3.09)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.49, -3.17)","(-1.49, -3.14)"
"(-0.86, -1.32)","(-1.53, -2.83)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.53, -2.79)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.49, -2.79)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.45, -2.8)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.45, -2.8)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.54, -2.78)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.5, -2.84)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.51, -2.8)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.54, -2.82)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.47, -2.82)","(-1.49, -2.81)"
"(-0.71, -1.61)","(-1.52, -2.5)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.46, -2.45)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.52, -2.52)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.49, -2.45)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.5, -2.52)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.49, -2.48)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.5, -2.49)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.46, -2.48)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.46, -2.46)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.44, -2.49)","(-1.49, -2.48)"
"(-0.46, -1.83)","(-1.45, -2.12)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.46, -2.11)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.52, -2.14)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.5, -2.14)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.47, -2.11)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.47, -2.14)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.5, -2.13)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.5, -2.17)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.48, -2.17)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.48, -2.12)","(-1.49, -2.15)"
"(-0.16, -1.97)","(-1.45, -1.85)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.51, -1.82)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.51, -1.85)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.49, -1.85)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.51, -1.83)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.44, -1.84)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.53, -1.78)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.47, -1.85)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.5, -1.78)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.53, -1.86)","(-1.49, -1.82)"
"(0.17, -1.99)","(-1.45, -1.54)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.45, -1.45)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.47, -1.47)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.5, -1.53)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.52, -1.51)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.46, -1.49)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.44, -1.53)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.49, -1.46)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.47, -1.48)","(-1.49, -1.49)"
"(0.17, -1.99)","(-1.44, -1.48)","(-1.49, -1.49)"
"(0.48, -1.91)","(-1.51, -1.18)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.51, -1.19)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.46, -1.15)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.45, -1.19)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.49, -1.2)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.5, -1.13)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.5, -1.17)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.51, -1.16)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.49, -1.19)","(-1.49, -1.16)"
"(0.48, -1.91)","(-1.45, -1.18)","(-1.49, -1.16)"
"(0.76, -1.73)","(-1.53, -0.81)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.52, -0.85)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.51, -0.82)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.53, -0.81)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.5, -0.78)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.53, -0.83)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.53, -0.81)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.5, -0.81)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.48, -0.79)","(-1.49, -0.83)"
"(0.76, -1.73)","(-1.49, -0.85)","(-1.49, -0.83)"
"(0.96, -1.47)","(-1.45, -0.46)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.45, -0.53)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.48, -0.52)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.45, -0.49)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.49, -0.54)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.45, -0.51)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.52, -0.47)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.45, -0.51)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.45, -0.45)","(-1.49, -0.5)"
"(0.96, -1.47)","(-1.47, -0.52)","(-1.49, -0.5)"
"(1.07, -1.16)","(-1.45, -0.2)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.46, -0.15)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.48, -0.12)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.45, -0.21)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.5, -0.21)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.45, -0.17)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.47, -0.18)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.45, -0.13)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.48, -0.19)","(-1.49, -0.17)"
"(1.07, -1.16)","(-1.46, -0.2)","(-1.49, -0.17)"
"(1.07, -0.83)","(-1.5, 0.18)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.47, 0.15)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.49, 0.21)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.47, 0.17)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.5, 0.13)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.5, 0.2)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.54, 0.12)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.46, 0.14)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.45, 0.15)","(-1.49, 0.17)"
"(1.07, -0.83)","(-1.5, 0.13)","(-1.49, 0.17)"
"(0.96, -0.52)","(-1.47, 0.51)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.52, 0.48)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.53, 0.47)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.47, 0.52)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.54, 0.49)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.48, 0.45)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.47, 0.46)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.44, 0.51)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.52, 0.46)","(-1.49, 0.5)"
"(0.96, -0.52)","(-1.47, 0.46)","(-1.49, 0.5)"
"(0.76, -0.26)","(-1.51, 0.79)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.48, 0.82)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.51, 0.81)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.46, 0.85)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.45, 0.86)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.52, 0.85)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.47, 0.81)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.46, 0.85)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.47, 0.81)","(-1.49, 0.83)"
"(0.76, -0.26)","(-1.5, 0.78)","(-1.49, 0.83)"
"(0.48, -0.08)","(-1.48, 1.16)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.46, 1.17)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.48, 1.16)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.53, 1.11)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.53, 1.21)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.44, 1.18)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.48, 1.14)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.45, 1.2)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.54, 1.13)","(-1.49, 1.16)"
"(0.48, -0.08)","(-1.45, 1.19)","(-1.49, 1.16)"
"(0.17, 0.0)","(-1.47, 1.51)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.47, 1.47)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.45, 1.51)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.52, 1.45)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.52, 1.52)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.44, 1.48)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.52, 1.47)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.48, 1.49)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.47, 1.53)","(-1.49, 1.49)"
"(0.17, 0.0)","(-1.44, 1.45)","(-1.49, 1.49)"
"(-0.16, -0.03)","(-1.5, 1.83)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.51, 1.84)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.48, 1.8)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.51, 1.83)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.48, 1.82)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.44, 1.84)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.46, 1.86)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.5, 1.81)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.49, 1.85)","(-1.49, 1.82)"
"(-0.16, -0.03)","(-1.52, 1.84)","(-1.49, 1.82)"
"(-0.46, -0.16)","(-1.46, 2.14)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.48, 2.15)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.46, 2.1)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.46, 2.16)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.53, 2.18)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.51, 2.18)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.51, 2.1)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.52, 2.1)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.48, 2.16)","(-1.49, 2.15)"
"(-0.46, -0.16)","(-1.47, 2.13)","(-1.49, 2.15)"
"(-0.71, -0.38)","(-1.51, 2.45)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.52, 2.47)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.49, 2.5)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.44, 2.46)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.53, 2.47)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.51, 2.45)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.53, 2.44)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.51, 2.53)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.47, 2.5)","(-1.49, 2.48)"
"(-0.71, -0.38)","(-1.47, 2.44)","(-1.49, 2.48)"
"(-0.86, -0.67)","(-1.53, 2.77)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.48, 2.81)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.46, 2.78)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.47, 2.85)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.49, 2.79)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.49, 2.76)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.44, 2.78)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.48, 2.78)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.53, 2.76)","(-1.49, 2.81)"
"(-0.86, -0.67)","(-1.48, 2.79)","(-1.49, 2.81)"
"(-0.92, -1.0)","(-1.47, 3.13)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.45, 3.18)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.45, 3.12)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.51, 3.15)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.53, 3.17)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.45, 3.17)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.52, 3.15)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.44, 3.17)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.49, 3.18)","(-1.49, 3.14)"
"(-0.92, -1.0)","(-1.52, 3.16)","(-1.49, 3.14)"
"(-0.6, -0.92)","(-1.11, -3.12)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.17, -3.16)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.2, -3.11)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.15, -3.13)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.18, -3.1)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.16, -3.14)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.12, -3.18)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.18, -3.1)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.18, -3.1)","(-1.16, -3.14)"
"(-0.6, -0.92)","(-1.16, -3.13)","(-1.16, -3.14)"
"(-0.54, -1.24)","(-1.15, -2.77)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.19, -2.85)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.17, -2.8)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.12, -2.79)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.16, -2.8)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.12, -2.77)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.16, -2.78)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.13, -2.78)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.18, -2.82)","(-1.16, -2.81)"
"(-0.54, -1.24)","(-1.11, -2.82)","(-1.16, -2.81)"
"(-0.39, -1.53)","(-1.16, -2.5)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.15, -2.51)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.16, -2.45)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.2, -2.49)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.13, -2.5)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.11, -2.46)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.18, -2.47)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.2, -2.46)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.15, -2.51)","(-1.16, -2.48)"
"(-0.39, -1.53)","(-1.18, -2.46)","(-1.16, -2.48)"
"(-0.15, -1.75)","(-1.13, -2.14)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.14, -2.11)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.2, -2.12)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.18, -2.1)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.15, -2.18)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.11, -2.18)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.13, -2.17)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.19, -2.12)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.19, -2.16)","(-1.16, -2.15)"
"(-0.15, -1.75)","(-1.14, -2.11)","(-1.16, -2.15)"
"(0.16, -1.89)","(-1.16, -1.85)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.19, -1.81)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.17, -1.79)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.17, -1.77)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.17, -1.86)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.18, -1.85)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.17, -1.79)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.14, -1.87)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.17, -1.84)","(-1.16, -1.82)"
"(0.16, -1.89)","(-1.17, -1.78)","(-1.16, -1.82)"
"(0.48, -1.91)","(-1.11, -1.52)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.14, -1.48)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.12, -1.44)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.14, -1.51)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.12, -1.51)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.16, -1.47)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.18, -1.47)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.14, -1.52)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.14, -1.46)","(-1.16, -1.49)"
"(0.48, -1.91)","(-1.17, -1.52)","(-1.16, -1.49)"
"(0.8, -1.83)","(-1.12, -1.13)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.17, -1.18)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.15, -1.13)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.17, -1.17)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.17, -1.19)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.13, -1.19)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.16, -1.13)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.2, -1.12)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.14, -1.21)","(-1.16, -1.16)"
"(0.8, -1.83)","(-1.18, -1.15)","(-1.16, -1.16)"
"(1.08, -1.65)","(-1.18, -0.87)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.2, -0.8)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.21, -0.85)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.12, -0.88)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.11, -0.86)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.15, -0.79)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.14, -0.8)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.17, -0.78)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.16, -0.8)","(-1.16, -0.83)"
"(1.08, -1.65)","(-1.19, -0.83)","(-1.16, -0.83)"
"(1.28, -1.39)","(-1.12, -0.51)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.17, -0.5)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.18, -0.45)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.17, -0.52)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.19, -0.52)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.12, -0.51)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.12, -0.46)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.19, -0.54)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.12, -0.53)","(-1.16, -0.5)"
"(1.28, -1.39)","(-1.13, -0.53)","(-1.16, -0.5)"
"(1.39, -1.08)","(-1.14, -0.19)","(-1.16, -0.17)"
"(1.39, -1.08)","(-1.17, -0.12)","(-1.16, -0.17)"
